t,a,b
1579598568947,"[[8654.26,0.288895],[8654.29,0.288893],[8654.31,0.187685],[8654.32,0.288892],[8654.33,0.105785],[8654.36,2],[8654.69,2.034405],[8655,0.010807],[8655.4,0.03619],[8655.41,0.111239],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.01,0.348305],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.47,1],[8657.48,1.193],[8657.67,0.5]]","[[8653.06,0.156052],[8653.05,0.129629],[8653.04,0.125568],[8652.99,0.0459],[8652.27,0.003601],[8652.17,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652,0.1],[8651.66,4],[8651.62,0.04],[8651.52,0.033625],[8651,0.008252],[8650.92,0.1],[8650.54,2.882168],[8650.5,1.028298],[8650.38,0.392272],[8650.19,0.019235],[8650.08,0.112001]]"
1579598569050,"[[8654.26,0.288895],[8654.29,0.288893],[8654.31,0.187685],[8654.32,0.288892],[8654.33,0.105785],[8654.36,2],[8654.69,2.034405],[8655,0.010807],[8655.4,0.03619],[8655.41,0.111239],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.01,0.348305],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.47,1],[8657.48,1.193],[8657.67,0.5]]","[[8653.06,0.156052],[8653.05,0.129629],[8653.04,0.125568],[8652.99,0.0459],[8652.27,0.003601],[8652.17,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652,0.1],[8651.66,4],[8651.62,0.04],[8651.52,0.033625],[8651,0.008252],[8650.92,0.1],[8650.54,2.882168],[8650.5,1.028298],[8650.38,0.392272],[8650.19,0.019235],[8650.08,0.112001]]"
1579598569148,"[[8654.25,2],[8654.26,0.288895],[8654.27,0.288895],[8654.29,0.288893],[8654.31,0.29347],[8654.32,0.288892],[8654.36,2],[8654.69,2.034405],[8655,0.010807],[8655.4,0.03619],[8655.41,0.111239],[8655.94,0.348305],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.47,1],[8657.48,1.193]]","[[8653.06,0.156052],[8653.05,0.129629],[8653.04,0.125568],[8652.99,0.0459],[8652.28,1],[8652.27,0.003601],[8652.17,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652,0.1],[8651.66,4],[8651.62,0.04],[8651.52,0.033625],[8651,0.008252],[8650.92,0.1],[8650.55,0.231127],[8650.54,2.882168],[8650.5,1.028298],[8650.38,0.392272]]"
1579598569250,"[[8654.21,0.288895],[8654.25,2],[8654.26,0.288895],[8654.27,0.288895],[8654.29,0.105785],[8654.31,0.187685],[8654.36,2],[8654.69,2.034405],[8655,0.010807],[8655.4,0.03619],[8655.41,0.111239],[8655.94,0.348305],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.47,1],[8657.48,1.193]]","[[8653.06,0.156052],[8653.05,0.129629],[8653.04,0.125568],[8652.99,0.0459],[8652.28,1],[8652.27,0.003601],[8652.17,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652,0.1],[8651.66,4],[8651.62,0.04],[8651.52,0.033625],[8651,0.008252],[8650.92,0.1],[8650.55,0.231127],[8650.54,2.882168],[8650.5,1.028298],[8650.19,0.019235]]"
1579598569350,"[[8654.18,0.288896],[8654.21,0.288895],[8654.25,2],[8654.29,0.105785],[8654.31,0.187685],[8654.36,2],[8654.69,2.034405],[8654.99,0.126486],[8655,0.010807],[8655.4,0.03619],[8655.41,0.111239],[8655.94,0.348305],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.47,1],[8657.48,1.193]]","[[8653.06,0.156052],[8653.05,0.129629],[8653.04,0.125568],[8652.99,0.0459],[8652.28,1],[8652.27,0.003601],[8652.17,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652,0.1],[8651.67,0.119402],[8651.66,4],[8651.62,0.04],[8651.52,0.033625],[8651,0.008252],[8650.92,0.1],[8650.55,0.231127],[8650.54,2.882168],[8650.5,1.028298]]"
1579598569449,"[[8654.18,0.288896],[8654.19,0.288896],[8654.21,0.288895],[8654.25,2],[8654.29,0.105785],[8654.31,0.187685],[8654.36,2],[8654.69,2.034405],[8654.99,0.126486],[8655,0.010807],[8655.4,0.03619],[8655.41,0.111239],[8655.94,0.348305],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.47,1]]","[[8653.06,0.156052],[8653.05,0.129629],[8653.04,0.125568],[8652.99,0.0459],[8652.28,1],[8652.27,0.003601],[8652.17,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652,0.1],[8651.67,0.119402],[8651.66,4],[8651.62,0.04],[8651.52,0.033625],[8651,0.008252],[8650.92,0.1],[8650.55,0.231127],[8650.54,2.882168],[8650.19,0.019235]]"
1579598569550,"[[8654.17,2],[8654.18,0.288896],[8654.19,0.288896],[8654.2,0.288896],[8654.21,0.288895],[8654.22,0.288896],[8654.25,2],[8654.31,0.187685],[8654.36,2],[8654.69,0.034405],[8654.99,0.126486],[8655,0.010807],[8655.4,0.03619],[8655.41,0.111239],[8655.94,0.348305],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.02,0.125287],[8657.03,0.288879]]","[[8653.07,0.3],[8653.06,0.156052],[8653.05,0.129629],[8653.04,0.125568],[8652.99,0.0459],[8652.28,1],[8652.27,0.003601],[8652.17,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652,0.1],[8651.67,0.119402],[8651.66,4],[8651.62,0.04],[8651.52,0.033625],[8651,0.008252],[8650.92,0.1],[8650.55,0.231127],[8650.54,2.882168]]"
1579598569650,"[[8654.13,0.288896],[8654.17,2],[8654.18,0.288896],[8654.19,0.288896],[8654.25,2],[8654.27,0.105785],[8654.31,0.187685],[8654.36,2],[8654.69,0.034405],[8654.99,0.126486],[8655,0.010807],[8655.4,0.03619],[8655.41,0.111239],[8655.94,0.348305],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697]]","[[8653.07,0.3],[8653.06,0.156052],[8653.04,0.125568],[8652.99,0.0459],[8652.28,1],[8652.27,0.003601],[8652.25,0.5],[8652.17,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652,0.1],[8651.67,0.119402],[8651.66,4],[8651.62,0.04],[8651.52,0.033625],[8651,0.008252],[8650.92,0.1],[8650.55,0.231127],[8650.54,2.882168]]"
1579598569750,"[[8654.07,0.288897],[8654.1,0.189341],[8654.11,0.114677],[8654.13,0.288896],[8654.17,2],[8654.24,0.105785],[8654.25,2],[8654.36,2],[8654.99,0.126486],[8655,0.010807],[8655.4,0.03619],[8655.41,0.111239],[8655.94,0.348305],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.1,0.693]]","[[8653.07,0.3],[8653.06,0.156052],[8653.04,0.125568],[8652.99,0.0459],[8652.28,1],[8652.27,0.003601],[8652.25,1],[8652.17,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652,0.1],[8651.67,0.119402],[8651.66,4],[8651.62,0.04],[8651.52,0.033625],[8651,0.008252],[8650.92,0.1],[8650.56,0.2],[8650.55,0.231127]]"
1579598569852,"[[8654.04,0.288898],[8654.07,0.288897],[8654.1,0.189341],[8654.11,0.114677],[8654.22,0.105785],[8654.25,2],[8654.99,0.126486],[8655,0.010807],[8655.4,0.03619],[8655.41,0.111239],[8655.94,0.348305],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.1,0.693],[8657.48,0.5],[8657.67,0.5]]","[[8653.07,0.3],[8653.06,0.156052],[8653.04,0.125568],[8652.99,0.0459],[8652.28,1],[8652.27,0.003601],[8652.25,1],[8652.17,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652,0.1],[8651.67,0.119402],[8651.66,4],[8651.62,0.04],[8651.52,0.033625],[8651,0.008252],[8650.92,0.1],[8650.56,0.2],[8650.55,0.231127]]"
1579598569947,"[[8654.04,0.288898],[8654.07,0.288897],[8654.1,0.189341],[8654.11,0.114677],[8654.22,0.105785],[8654.25,2],[8654.99,0.126486],[8655,0.010807],[8655.4,0.03619],[8655.41,0.111239],[8655.94,0.348305],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.1,0.693],[8657.48,0.5],[8657.67,0.5]]","[[8653.07,0.3],[8653.06,0.156052],[8653.04,0.125568],[8652.99,0.0459],[8652.28,1],[8652.27,0.003601],[8652.25,1],[8652.17,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652,0.1],[8651.67,0.119402],[8651.66,4],[8651.62,0.04],[8651.52,0.033625],[8651,0.008252],[8650.92,0.1],[8650.56,0.2],[8650.55,0.231127]]"
1579598570051,"[[8654.04,0.288898],[8654.05,0.288899],[8654.07,0.288897],[8654.1,0.189341],[8654.11,0.114677],[8654.22,0.105785],[8654.99,0.126486],[8655,0.010807],[8655.4,0.03619],[8655.41,0.111239],[8655.94,0.348305],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.01,1],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.48,0.5],[8657.67,0.5]]","[[8653.07,0.3],[8653.06,0.156052],[8653.04,0.125568],[8652.99,0.0459],[8652.28,1],[8652.27,0.003601],[8652.25,1],[8652.17,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652,0.1],[8651.67,0.119402],[8651.66,4],[8651.62,0.04],[8651.52,0.033625],[8651,0.008252],[8650.92,0.1],[8650.56,0.2],[8650.55,0.231127]]"
1579598570150,"[[8654.1,0.189341],[8654.11,0.114677],[8654.22,0.105785],[8654.99,0.126486],[8655,0.010807],[8655.4,0.03619],[8655.41,0.111239],[8655.94,0.348305],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.01,1],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.48,0.5],[8657.67,0.5],[8657.92,1.256449],[8658,0.019476],[8658.33,0.06]]","[[8653.11,0.288899],[8653.07,0.3],[8653.06,0.156052],[8653.04,0.125568],[8652.99,0.0459],[8652.28,1],[8652.27,0.003601],[8652.25,1],[8652.17,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652,0.1],[8651.67,0.119402],[8651.66,4],[8651.62,0.04],[8651.52,0.033625],[8651,0.008252],[8650.92,0.1],[8650.56,0.2]]"
1579598570249,"[[8654.1,0.189341],[8654.11,0.114677],[8654.18,0.001292],[8654.22,0.105785],[8654.99,0.126486],[8655,0.010807],[8655.4,0.034642],[8655.41,0.111239],[8655.94,0.348305],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.01,1],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.48,0.5],[8657.67,0.5],[8657.92,1.256449],[8658,0.019476]]","[[8653.14,0.288897],[8653.13,0.288896],[8653.11,0.288899],[8653.07,0.3],[8653.06,0.156052],[8653.04,0.125568],[8652.99,0.0459],[8652.28,1],[8652.27,0.003601],[8652.25,1],[8652.17,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652,0.1],[8651.67,0.119402],[8651.66,4],[8651.62,0.04],[8651.52,0.033625],[8651,0.008252]]"
1579598570350,"[[8654.1,0.189341],[8654.11,0.114677],[8654.18,0.001292],[8654.22,0.105785],[8654.99,0.126486],[8655,0.010807],[8655.4,0.034642],[8655.41,0.111239],[8655.94,0.348305],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.47,1],[8657.48,0.5],[8657.67,0.5],[8657.92,1.25],[8658,0.019476]]","[[8653.14,0.288897],[8653.13,0.288896],[8653.11,0.288899],[8653.07,0.3],[8653.06,0.156052],[8653.04,0.125568],[8652.99,0.0459],[8652.28,1],[8652.27,0.003601],[8652.25,1],[8652.17,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652,0.1],[8651.67,0.119402],[8651.66,4],[8651.62,0.04],[8651.52,0.033625],[8651,0.008252]]"
1579598570450,"[[8654.1,0.189341],[8654.11,0.114677],[8654.18,0.001292],[8654.22,0.105785],[8654.99,0.126486],[8655,0.010807],[8655.4,0.034642],[8655.41,0.111239],[8655.94,0.348305],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.47,1],[8657.48,0.5],[8657.67,0.5],[8657.92,1.25],[8658.33,0.06]]","[[8653.14,0.288897],[8653.13,0.288896],[8653.12,0.288896],[8653.11,0.288899],[8653.1,0.288896],[8653.07,0.3],[8653.06,0.156052],[8653.04,0.125568],[8652.99,0.0459],[8652.28,1],[8652.27,0.003601],[8652.25,1],[8652.17,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652,0.1],[8651.67,0.119402],[8651.66,4],[8651.62,0.04]]"
1579598570551,"[[8654.1,0.189341],[8654.11,0.114677],[8654.18,0.001292],[8654.22,0.105785],[8654.99,0.126486],[8655,0.010807],[8655.4,0.034642],[8655.41,0.111239],[8655.94,0.348305],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.47,1],[8657.48,0.5],[8657.67,0.5],[8657.92,1.25],[8658.33,0.06]]","[[8653.13,0.288896],[8653.12,0.288896],[8653.11,0.288899],[8653.1,0.288896],[8653.09,0.288896],[8653.07,0.3],[8653.06,0.156052],[8653.04,0.125568],[8652.99,0.0459],[8652.28,1],[8652.27,0.003601],[8652.25,1],[8652.17,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652.01,1.028089],[8652,0.1],[8651.67,0.119402],[8651.66,4]]"
1579598570648,"[[8654.1,0.189341],[8654.11,0.114677],[8654.18,0.001292],[8654.22,0.105785],[8654.99,0.126486],[8655,0.010807],[8655.4,0.034642],[8655.41,0.111239],[8655.94,0.348305],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.01,0.00645],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.47,1],[8657.48,0.5],[8657.67,0.5],[8657.92,1.25]]","[[8653.12,0.288896],[8653.11,0.288899],[8653.1,0.288896],[8653.09,0.288896],[8653.08,0.288897],[8653.07,0.3],[8653.06,0.156052],[8653.04,0.125568],[8652.99,0.0459],[8652.28,1],[8652.27,0.003601],[8652.25,1],[8652.17,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652.01,1.028089],[8652,0.1],[8651.67,0.119402],[8651.66,4]]"
1579598570750,"[[8654.1,0.189341],[8654.11,0.114677],[8654.18,0.001292],[8654.22,0.105785],[8654.99,0.126486],[8655,0.010807],[8655.4,0.034642],[8655.41,0.111239],[8655.94,0.348305],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.01,0.00645],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.47,1],[8657.48,0.5],[8657.67,0.5],[8657.92,1.25]]","[[8653.11,0.288899],[8653.1,0.288896],[8653.09,0.288896],[8653.08,0.288897],[8653.07,0.588897],[8653.06,0.156052],[8653.04,0.125568],[8652.99,0.0459],[8652.28,1],[8652.27,0.003601],[8652.25,1],[8652.17,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652.01,1.028089],[8652,0.1],[8651.67,0.119402],[8651.66,4],[8651.62,0.04]]"
1579598570847,"[[8654.1,0.189341],[8654.11,0.114677],[8654.18,0.001292],[8654.22,0.105785],[8654.99,0.126486],[8655,0.010807],[8655.4,0.034642],[8655.41,0.111239],[8655.94,0.348305],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.01,0.00645],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.47,1],[8657.48,0.5],[8657.67,0.5],[8657.92,1.25]]","[[8653.11,0.288899],[8653.1,0.288896],[8653.09,0.288896],[8653.08,0.288897],[8653.07,0.588897],[8653.06,0.156052],[8653.04,0.125568],[8652.99,0.0459],[8652.28,1],[8652.27,0.003601],[8652.25,1],[8652.17,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652.01,1.028089],[8652,0.1],[8651.67,0.119402],[8651.66,4],[8651.62,0.04]]"
1579598570948,"[[8654.1,0.189341],[8654.11,0.114677],[8654.18,0.001292],[8654.22,0.105785],[8654.99,0.126486],[8655,0.010807],[8655.4,0.034642],[8655.41,0.111239],[8655.94,0.348305],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.01,0.00645],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.47,1],[8657.48,0.5],[8657.67,0.5],[8657.92,1.25]]","[[8653.13,0.040214],[8653.12,6],[8653.11,0.288899],[8653.1,0.288896],[8653.07,0.3],[8653.04,0.125568],[8652.99,0.0459],[8652.96,0.15307],[8652.28,1],[8652.27,0.003601],[8652.25,1],[8652.17,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652.01,1.028089],[8652,0.1],[8651.67,0.119402],[8651.66,4],[8651.62,0.04]]"
1579598571051,"[[8654.11,0.114677],[8654.18,0.001292],[8654.99,0.126486],[8655,0.010807],[8655.4,0.034642],[8655.41,0.111239],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.01,0.00645],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.46,0.348305],[8657.47,1],[8657.48,0.5],[8657.67,0.5],[8657.92,1.25],[8658.33,0.06],[8658.51,0.231136]]","[[8653.17,0.151934],[8653.16,0.288897],[8653.13,0.040214],[8653.12,4],[8653.11,0.288899],[8653.1,0.288896],[8653.07,0.3],[8653.04,0.125568],[8652.99,0.235241],[8652.27,0.003601],[8652.25,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652.01,1.028089],[8652,0.1],[8651.67,0.119402],[8651.66,4],[8651.62,0.04],[8651.52,0.033625]]"
1579598571151,"[[8654.11,0.114677],[8654.18,0.001292],[8654.99,0.126486],[8655,0.010807],[8655.4,0.034642],[8655.41,0.111239],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.01,0.00645],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.46,0.348305],[8657.47,1],[8657.48,0.5],[8657.67,0.5],[8657.92,1.25],[8658.33,0.06],[8658.51,0.231136]]","[[8653.21,0.435086],[8653.13,0.040214],[8653.12,4],[8653.07,0.3],[8653.04,0.125568],[8652.99,0.235241],[8652.27,0.003601],[8652.25,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652.01,1.028089],[8652,0.1],[8651.67,0.119402],[8651.66,4],[8651.62,0.04],[8651.52,0.033625],[8651,0.008252],[8650.95,1.028215],[8650.92,0.1]]"
1579598571249,"[[8654.11,0.114677],[8654.18,0.001292],[8654.99,0.126486],[8655,0.010807],[8655.4,0.034642],[8655.41,0.111239],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.01,0.00645],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.46,0.348305],[8657.47,1],[8657.48,0.5],[8657.67,0.5],[8657.92,1.25],[8658.33,0.06],[8658.51,0.231136]]","[[8653.26,0.159566],[8653.25,0.288895],[8653.13,0.040214],[8653.12,4],[8653.11,1],[8653.07,0.3],[8653.04,0.125568],[8652.99,0.0459],[8652.27,0.003601],[8652.25,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652.01,1.028089],[8652,0.1],[8651.67,0.119402],[8651.66,4],[8651.62,0.04],[8651.52,0.033625],[8651,0.008252]]"
1579598571351,"[[8654.11,0.114677],[8654.18,0.001292],[8654.99,0.126486],[8655,0.010807],[8655.4,0.034642],[8655.41,0.111239],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.01,0.00645],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.46,0.348305],[8657.47,1],[8657.48,0.5],[8657.67,0.5],[8657.92,1.25],[8658.33,0.06],[8658.51,0.231136]]","[[8653.35,0.288893],[8653.31,0.150637],[8653.3,0.288894],[8653.13,0.040214],[8653.12,4],[8653.11,1],[8653.07,0.3],[8653.04,0.125568],[8652.99,0.0459],[8652.27,0.003601],[8652.25,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652.01,1.028089],[8652,0.1],[8651.67,0.119402],[8651.66,4],[8651.62,0.04],[8651.52,0.033625]]"
1579598571450,"[[8654.11,0.114677],[8654.18,0.001292],[8654.99,0.126486],[8655,0.010807],[8655.4,0.034642],[8655.41,0.111239],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.01,0.00645],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.45,0.6],[8657.46,0.348305],[8657.47,1],[8657.48,0.5],[8657.67,0.5],[8657.92,1.25],[8658.33,0.06]]","[[8653.4,0.288893],[8653.39,0.151811],[8653.35,0.288893],[8653.32,2],[8653.13,0.040214],[8653.12,4],[8653.11,1],[8653.07,0.3],[8653.04,0.125568],[8652.99,0.0459],[8652.27,0.003601],[8652.25,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652.01,1.028089],[8652,0.1],[8651.67,0.119402],[8651.66,4],[8651.62,0.04]]"
1579598571548,"[[8654.11,0.114677],[8654.18,0.001292],[8654.99,0.126486],[8655,0.010807],[8655.4,0.034642],[8655.41,0.111239],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.01,0.00645],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.45,0.6],[8657.46,0.348305],[8657.47,1],[8657.48,0.5],[8657.67,0.5],[8657.92,1.25],[8658.33,0.06]]","[[8653.43,0.288892],[8653.4,0.288893],[8653.39,0.151811],[8653.33,1],[8653.32,2],[8653.13,0.040214],[8653.12,4],[8653.11,1],[8653.08,0.189341],[8653.04,0.125568],[8652.99,0.0459],[8652.27,0.003601],[8652.25,1],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652.01,1.028089],[8652,0.1],[8651.67,0.119402],[8651.66,4]]"
1579598571651,"[[8654.11,0.114677],[8654.18,0.001292],[8654.99,0.126486],[8655,0.010807],[8655.4,0.034642],[8655.41,0.111239],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.01,0.00645],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.45,0.6],[8657.46,0.348305],[8657.47,1],[8657.48,0.5],[8657.67,0.5],[8657.92,1.25],[8658.33,0.06]]","[[8653.43,0.276892],[8653.42,0.288891],[8653.4,0.288893],[8653.39,0.151811],[8653.33,1],[8653.32,2],[8653.13,0.040214],[8653.12,4],[8653.11,1],[8653.08,0.189341],[8653.04,0.125568],[8652.99,0.0459],[8652.28,0.5],[8652.27,0.003601],[8652.25,0.5],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652.01,1.028089],[8652,0.1]]"
1579598571750,"[[8654.11,0.114677],[8654.18,0.001292],[8654.99,0.126486],[8655,0.010807],[8655.4,0.034642],[8655.41,0.111239],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.01,0.00645],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.45,0.6],[8657.46,0.348305],[8657.47,1],[8657.48,0.5],[8657.67,0.5],[8657.92,1.25],[8658.33,0.06]]","[[8653.43,0.276892],[8653.42,0.288891],[8653.4,0.288893],[8653.39,0.151811],[8653.33,1],[8653.32,2],[8653.13,0.040214],[8653.12,4],[8653.11,1],[8653.08,0.189341],[8653.04,0.125568],[8652.99,0.0459],[8652.28,0.5],[8652.27,0.003601],[8652.25,0.5],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652.01,1.028089],[8652,0.1]]"
1579598571849,"[[8654.11,0.114677],[8654.18,0.001292],[8654.99,0.126486],[8655,0.010807],[8655.4,0.034642],[8655.41,0.111239],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.01,0.00645],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.45,0.6],[8657.46,0.348305],[8657.47,1],[8657.48,0.5],[8657.67,0.5],[8657.92,1.25],[8658.33,0.06]]","[[8653.48,0.288891],[8653.44,1],[8653.43,0.425592],[8653.42,0.288891],[8653.33,1],[8653.32,2],[8653.13,0.040214],[8653.12,4],[8653.08,0.189341],[8653.04,0.125568],[8652.99,0.0459],[8652.28,0.5],[8652.27,0.003601],[8652.25,0.5],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652.01,1.028089],[8652,0.1],[8651.67,0.119402]]"
1579598571950,"[[8654.11,0.114677],[8654.18,0.001292],[8654.99,0.126486],[8655,0.010807],[8655.4,0.034642],[8655.41,0.111239],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.01,0.00645],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.45,0.6],[8657.46,0.348305],[8657.47,1],[8657.48,0.5],[8657.67,0.5],[8657.92,1.25],[8658.33,0.06]]","[[8653.51,0.288891],[8653.48,0.288891],[8653.44,1],[8653.43,0.1487],[8653.33,1],[8653.32,2],[8653.13,0.040214],[8653.12,4],[8653.08,0.189341],[8653.04,0.125568],[8652.99,0.0459],[8652.28,0.5],[8652.27,0.003601],[8652.25,0.5],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652.01,1.028089],[8652,0.1],[8651.67,0.119402]]"
1579598572047,"[[8654.11,0.114677],[8654.18,0.001292],[8654.99,0.126486],[8655,0.010807],[8655.4,0.034642],[8655.41,0.111239],[8655.95,0.04],[8656.51,0.131862],[8656.53,0.12811],[8657.01,0.00645],[8657.02,0.125287],[8657.03,0.288879],[8657.04,0.061697],[8657.45,0.6],[8657.46,0.348305],[8657.47,1],[8657.48,0.5],[8657.67,0.5],[8657.92,1.25],[8658.33,0.06]]","[[8653.51,0.288891],[8653.5,0.28889],[8653.48,0.288891],[8653.44,1],[8653.43,0.1487],[8653.33,1],[8653.13,0.040214],[8653.12,4],[8653.04,0.125568],[8652.99,0.0459],[8652.28,0.5],[8652.27,0.003601],[8652.25,0.5],[8652.11,0.121191],[8652.09,0.127308],[8652.06,0.100104],[8652.01,1.028089],[8652,0.1],[8651.67,0.119402],[8651.66,4]]"
